date,weather_code,weather_code_description,temperature_2m_max,temperature_2m_max_fahrenheit,temperature_2m_min,temperature_2m_min_fahrenheit,temperature_2m_mean,temperature_2m_mean_fahrenheit,apparent_temperature_max,apparent_temperature_max_fahrenheit,apparent_temperature_min,apparent_temperature_min_fahrenheit,precipitation_sum,precipitation_sum_inches,rain_sum,rain_sum_inches,snowfall_sum,snowfall_sum_inches,precipitation_hours,windspeed_10m_max,windspeed_10m_max_mph,windgusts_10m_max,windgusts_10m_max_mph,wind_direction_10m_dominant,wind_direction_10m_dominant_cardinal,wind_direction_10m_dominant_baseball
2023/05/09,3,Overcast,11.6,52.9,7.2,45.0,9.2,48.6,10.8,51.4,4.0,39.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.5,11.5,34.2,21.3,25,NE,In from Center
2023/05/10,3,Overcast,16.6,61.9,5.9,42.6,11.3,52.3,18.2,64.8,3.7,38.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.9,9.9,26.6,16.5,83,E,In from Right Field
2023/05/23,0,Clear sky,22.6,72.7,13.8,56.8,17.9,64.2,24.0,75.2,11.4,52.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.2,13.8,36.7,22.8,112,E,Cross from Right Field Corner
2023/05/24,3,Overcast,18.0,64.4,8.9,48.0,12.6,54.7,17.7,63.9,3.9,39.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,32.6,20.3,51.8,32.2,11,N,In from Left Center Field
2023/05/25,3,Overcast,12.1,53.8,8.1,46.6,10.0,50.0,8.4,47.1,2.7,36.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.6,16.5,44.3,27.5,44,NE,In from Right-Center Field
2023/05/26,2,Partly cloudy,15.2,59.4,8.6,47.5,12.0,53.6,13.2,55.8,5.5,41.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.1,14.4,40.0,24.9,35,NE,In from Right-Center Field
2023/05/27,3,Overcast,18.0,64.4,8.8,47.8,13.9,57.0,15.8,60.4,6.5,43.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,20.9,13.0,36.0,22.4,46,NE,In from Right-Center Field
2023/05/28,3,Overcast,20.3,68.5,10.4,50.7,15.6,60.1,19.4,66.9,8.9,48.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.6,10.9,31.7,19.7,40,NE,In from Right-Center Field
2023/05/29,3,Overcast,20.1,68.2,10.9,51.6,16.0,60.8,20.1,68.2,9.2,48.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.6,10.9,31.7,19.7,36,NE,In from Right-Center Field
2023/05/30,3,Overcast,23.0,73.4,12.9,55.2,18.2,64.8,23.6,74.5,12.1,53.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.1,10.0,30.2,18.8,49,NE,In from Right-Center Field
2023/05/31,63,Moderate rain,27.4,81.3,15.2,59.4,21.8,71.2,30.0,86.0,15.0,59.0,3.2,0.126,3.2,0.126,0.0,0.000,3.0,23.1,14.4,39.2,24.4,123,SE,Cross from Right Field Corner
2023/06/13,61,Slight rain,18.8,65.8,12.6,54.7,15.8,60.4,17.7,63.9,10.3,50.5,11.8,0.465,11.8,0.465,0.0,0.000,16.0,32.9,20.4,49.7,30.9,294,NW,Cross from Left Field Corner
2023/06/14,51,Light drizzle,18.5,65.3,13.6,56.5,15.6,60.1,19.0,66.2,13.3,55.9,0.1,0.004,0.1,0.004,0.0,0.000,1.0,18.9,11.7,33.1,20.6,75,E,In from Right Field
2023/06/15,51,Light drizzle,25.9,78.6,11.2,52.2,16.0,60.8,25.2,77.4,7.4,45.3,0.1,0.004,0.1,0.004,0.0,0.000,1.0,28.3,17.6,53.6,33.3,15,N,In from Center
2023/06/16,3,Overcast,16.3,61.3,11.4,52.5,13.2,55.8,14.4,57.9,7.3,45.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,27.8,17.3,42.8,26.6,11,N,In from Left Center Field
2023/06/17,3,Overcast,21.0,69.8,10.8,51.4,16.2,61.2,21.6,70.9,9.8,49.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.5,10.9,33.1,20.6,64,NE,In from Right Field
2023/06/18,3,Overcast,23.4,74.1,14.6,58.3,19.3,66.7,24.3,75.7,13.6,56.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.2,15.7,41.4,25.7,99,E,In from Right Field
2023/06/27,51,Light drizzle,20.4,68.7,15.6,60.1,18.4,65.1,19.8,67.6,15.2,59.4,0.1,0.004,0.1,0.004,0.0,0.000,1.0,26.9,16.7,46.1,28.6,11,N,In from Left Center Field
2023/06/28,51,Light drizzle,23.8,74.8,13.6,56.5,19.5,67.1,25.4,77.7,13.3,55.9,0.1,0.004,0.1,0.004,0.0,0.000,1.0,20.5,12.7,33.5,20.8,100,E,In from Right Field
2023/06/29,65,Heavy rain,29.5,85.1,19.5,67.1,23.3,73.9,33.4,92.1,19.1,66.4,24.6,0.969,24.6,0.969,0.0,0.000,11.0,24.5,15.2,44.6,27.7,159,S,Out to Left Field
2023/06/30,61,Slight rain,27.5,81.5,21.2,70.2,24.3,75.7,35.0,95.0,24.0,75.2,1.9,0.075,1.9,0.075,0.0,0.000,4.0,23.2,14.4,42.5,26.4,154,SE,Out to Left Field
2023/07/01,63,Moderate rain,26.0,78.8,20.6,69.1,22.4,72.3,32.9,91.2,23.3,73.9,14.7,0.579,14.7,0.579,0.0,0.000,12.0,17.3,10.7,39.2,24.4,191,S,Out to Left Center Field
2023/07/02,65,Heavy rain,21.1,70.0,16.5,61.7,18.5,65.3,25.1,77.2,14.6,58.3,114.0,4.488,114.0,4.488,0.0,0.000,19.0,43.6,27.1,66.2,41.1,16,N,In from Center
2023/07/14,61,Slight rain,30.8,87.4,19.5,67.1,24.1,75.4,31.5,88.7,20.3,68.5,2.3,0.091,2.3,0.091,0.0,0.000,4.0,26.4,16.4,44.3,27.5,233,SW,Out to Right Center Field
2023/07/15,55,Dense drizzle,27.5,81.5,20.5,68.9,23.4,74.1,32.6,90.7,22.4,72.3,5.7,0.224,5.7,0.224,0.0,0.000,12.0,15.9,9.9,34.2,21.3,239,SW,Out to Right Field
2023/07/16,3,Overcast,27.7,81.9,19.0,66.2,23.1,73.6,27.0,80.6,19.4,66.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,28.5,17.7,43.6,27.1,261,W,Out to Right Field
2023/07/17,3,Overcast,22.5,72.5,18.4,65.1,20.7,69.3,25.4,77.7,19.4,66.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.2,13.2,35.6,22.1,192,S,Out to Dead Center Field
2023/07/18,3,Overcast,22.2,72.0,16.8,62.2,19.9,67.8,23.1,73.6,16.8,62.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.6,10.3,31.0,19.3,37,NE,In from Right-Center Field
2023/07/19,3,Overcast,24.6,76.3,16.0,60.8,21.1,70.0,27.2,81.0,17.0,62.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.7,9.8,28.8,17.9,111,E,Cross from Right Field Corner
2023/07/20,53,Moderate drizzle,29.6,85.3,19.7,67.5,23.5,74.3,29.5,85.1,20.9,69.6,1.0,0.039,1.0,0.039,0.0,0.000,3.0,30.1,18.7,54.7,34.0,270,W,Out to Right Field
2023/07/21,3,Overcast,23.1,73.6,18.4,65.1,20.4,68.7,24.9,76.8,17.4,63.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.7,13.5,35.6,22.1,20,N,In from Center
2023/07/22,3,Overcast,27.9,82.2,17.4,63.3,22.3,72.1,30.1,86.2,18.0,64.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.0,8.1,22.0,13.7,239,SW,Out to Right Field
2023/07/23,3,Overcast,25.0,77.0,18.0,64.4,21.9,71.4,28.0,82.4,19.2,66.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.1,10.6,30.6,19.0,148,SE,Out to Left Field
2023/07/31,51,Light drizzle,24.7,76.5,16.6,61.9,21.2,70.2,26.5,79.7,17.4,63.3,0.2,0.008,0.2,0.008,0.0,0.000,2.0,15.8,9.8,27.7,17.2,103,E,Cross from Right Field Corner
2023/08/01,51,Light drizzle,27.6,81.7,18.3,64.9,23.3,73.9,29.0,84.2,19.8,67.6,0.2,0.008,0.2,0.008,0.0,0.000,2.0,14.2,8.8,25.2,15.7,181,S,Out to Left Center Field
2023/08/02,3,Overcast,27.9,82.2,18.9,66.0,23.6,74.5,29.5,85.1,19.9,67.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.3,10.1,28.8,17.9,180,S,Out to Left Center Field
2023/08/03,3,Overcast,27.2,81.0,18.2,64.8,23.2,73.8,31.0,87.8,20.2,68.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,14.5,9.0,24.1,15.0,143,SE,Out to Left Field
2023/08/04,3,Overcast,25.1,77.2,20.5,68.9,22.9,73.2,29.3,84.7,22.0,71.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.2,14.4,37.4,23.2,29,NE,In from Center
2023/08/05,61,Slight rain,22.5,72.5,20.0,68.0,21.3,70.3,26.1,79.0,20.1,68.2,16.8,0.661,16.8,0.661,0.0,0.000,15.0,24.1,15.0,36.7,22.8,62,NE,In from Right Field
2023/08/06,55,Dense drizzle,21.2,70.2,19.0,66.2,20.0,68.0,21.0,69.8,18.0,64.4,6.3,0.248,6.3,0.248,0.0,0.000,13.0,31.1,19.3,48.6,30.2,27,NE,In from Center
2023/08/15,55,Dense drizzle,20.8,69.4,17.2,63.0,19.1,66.4,21.7,71.1,15.3,59.5,2.9,0.114,2.9,0.114,0.0,0.000,8.0,32.8,20.4,53.6,33.3,351,N,In from Left Center Field
2023/08/16,3,Overcast,26.5,79.7,14.6,58.3,20.7,69.3,27.0,80.6,14.5,58.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.5,14.6,36.0,22.4,213,SW,Out to Dead Center Field
2023/08/18,3,Overcast,22.5,72.5,14.4,57.9,19.0,66.2,23.0,73.4,13.5,56.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,20.4,12.7,32.4,20.1,159,S,Out to Left Field
2023/08/19,51,Light drizzle,26.0,78.8,16.2,61.2,21.3,70.3,25.9,78.6,15.5,59.9,0.4,0.016,0.4,0.016,0.0,0.000,1.0,24.8,15.4,41.4,25.7,179,S,Out to Left Center Field
2023/08/20,3,Overcast,27.0,80.6,20.1,68.2,23.7,74.7,32.7,90.9,22.0,71.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.8,11.1,27.4,17.0,54,NE,In from Right-Center Field
2023/08/28,1,Mainly clear,23.2,73.8,16.4,61.5,20.5,68.9,23.6,74.5,16.5,61.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.5,8.4,24.5,15.2,105,E,Cross from Right Field Corner
2023/08/29,51,Light drizzle,28.1,82.6,17.4,63.3,21.5,70.7,29.3,84.7,16.4,61.5,0.7,0.028,0.7,0.028,0.0,0.000,4.0,30.2,18.8,50.8,31.6,283,W,Cross from Left Field Corner
2023/08/30,51,Light drizzle,18.5,65.3,15.6,60.1,17.2,63.0,16.9,62.4,13.0,55.4,1.0,0.039,1.0,0.039,0.0,0.000,5.0,29.4,18.3,49.0,30.4,14,N,In from Center
2023/09/04,3,Overcast,32.5,90.5,21.6,70.9,27.0,80.6,34.1,93.4,23.6,74.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.9,12.4,30.6,19.0,193,S,Out to Dead Center Field
2023/09/05,3,Overcast,31.6,88.9,24.0,75.2,27.2,81.0,32.0,89.6,25.2,77.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,28.4,17.6,44.6,27.7,186,S,Out to Left Center Field
2023/09/06,63,Moderate rain,28.9,84.0,20.5,68.9,24.5,76.1,28.8,83.8,20.7,69.3,9.5,0.374,9.5,0.374,0.0,0.000,5.0,31.4,19.5,51.8,32.2,229,SW,Out to Right Center Field
2023/09/07,51,Light drizzle,20.5,68.9,18.1,64.6,19.5,67.1,20.9,69.6,17.4,63.3,0.2,0.008,0.2,0.008,0.0,0.000,1.0,23.4,14.5,36.0,22.4,350,N,In from Left Center Field
2023/09/08,63,Moderate rain,18.5,65.3,16.9,62.4,17.6,63.7,17.7,63.9,16.0,60.8,12.8,0.504,12.8,0.504,0.0,0.000,16.0,24.2,15.0,41.8,26.0,13,N,In from Center
2023/09/09,3,Overcast,20.5,68.9,15.4,59.7,18.2,64.8,20.6,69.1,14.9,58.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.3,10.7,32.0,19.9,24,NE,In from Center
2023/09/10,51,Light drizzle,22.8,73.0,13.9,57.0,19.4,66.9,24.5,76.1,14.1,57.4,0.8,0.031,0.8,0.031,0.0,0.000,2.0,15.4,9.6,28.4,17.6,118,SE,Cross from Right Field Corner
2023/09/19,63,Moderate rain,19.0,66.2,14.2,57.6,16.7,62.1,18.8,65.8,12.6,54.7,8.9,0.350,8.9,0.350,0.0,0.000,11.0,26.0,16.2,38.9,24.2,169,S,Out to Left Center Field
2023/09/20,3,Overcast,25.0,77.0,15.8,60.4,20.0,68.0,24.6,76.3,14.6,58.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.8,12.3,32.0,19.9,174,S,Out to Left Center Field
2023/09/21,51,Light drizzle,21.8,71.2,17.0,62.6,19.9,67.8,23.8,74.8,17.4,63.3,0.1,0.004,0.1,0.004,0.0,0.000,1.0,19.1,11.9,32.8,20.4,102,E,Cross from Right Field Corner
2023/09/22,53,Moderate drizzle,23.3,73.9,17.7,63.9,20.6,69.1,25.4,77.7,19.2,66.6,1.4,0.055,1.4,0.055,0.0,0.000,5.0,18.3,11.4,27.0,16.8,121,SE,Cross from Right Field Corner
2023/09/23,3,Overcast,21.8,71.2,17.7,63.9,19.8,67.6,21.7,71.1,15.2,59.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.8,16.7,40.7,25.3,110,E,Cross from Right Field Corner
2023/09/24,3,Overcast,21.1,70.0,14.6,58.3,18.1,64.6,21.2,70.2,12.7,54.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.7,14.7,36.7,22.8,108,E,Cross from Right Field Corner
2024/04/01,63,Moderate rain,7.2,45.0,4.2,39.6,5.7,42.3,3.0,37.4,-0.7,30.7,16.6,0.654,16.6,0.654,0.0,0.000,11.0,31.4,19.5,46.8,29.1,51,NE,In from Right-Center Field
2024/04/02,61,Slight rain,14.9,58.8,2.5,36.5,6.1,43.0,9.8,49.6,-4.3,24.3,5.0,0.197,5.0,0.197,0.0,0.000,16.0,46.6,29.0,69.8,43.4,83,E,In from Right Field
2024/04/03,73,Moderate snow fall,3.0,37.4,1.6,34.9,2.3,36.1,-3.3,26.1,-4.9,23.2,10.6,0.417,5.6,0.220,3.5,1.378,22.0,33.7,20.9,52.9,32.9,282,W,Cross from Left Field Corner
2024/04/05,3,Overcast,6.4,43.5,1.5,34.7,4.0,39.2,2.0,35.6,-2.4,27.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.6,19.0,51.5,32.0,353,N,In from Left Center Field
2024/04/06,2,Partly cloudy,6.4,43.5,1.2,34.2,3.8,38.8,4.3,39.7,-2.5,27.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.9,11.1,33.8,21.0,26,NE,In from Center
2024/04/07,63,Moderate rain,10.2,50.4,3.2,37.8,6.8,44.2,4.2,39.6,-0.6,30.9,9.1,0.358,9.1,0.358,0.0,0.000,7.0,33.0,20.5,52.2,32.4,126,SE,Out to Left Field
2024/04/19,3,Overcast,12.9,55.2,4.9,40.8,9.0,48.2,7.4,45.3,-0.5,31.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,32.1,19.9,54.0,33.6,288,W,Cross from Left Field Corner
2024/04/20,3,Overcast,7.2,45.0,1.5,34.7,4.9,40.8,1.5,34.7,-3.9,25.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.9,13.6,37.8,23.5,289,W,Cross from Left Field Corner
2024/04/20,3,Overcast,7.2,45.0,1.5,34.7,4.9,40.8,1.5,34.7,-3.9,25.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.9,13.6,37.8,23.5,289,W,Cross from Left Field Corner
2024/04/21,3,Overcast,12.2,54.0,0.2,32.4,6.4,43.5,9.7,49.5,-3.6,25.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.4,11.4,32.4,20.1,277,W,Out to Right Field
2024/04/23,53,Moderate drizzle,17.0,62.6,6.7,44.1,13.1,55.6,13.3,55.9,0.8,33.4,1.2,0.047,1.2,0.047,0.0,0.000,3.0,32.3,20.1,52.2,32.4,229,SW,Out to Right Center Field
2024/04/24,3,Overcast,5.2,41.4,1.1,34.0,3.7,38.7,0.3,32.5,-3.5,25.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,32.6,20.3,54.0,33.6,11,N,In from Left Center Field
2024/04/25,3,Overcast,9.1,48.4,0.2,32.4,5.5,41.9,7.4,45.3,-3.6,25.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.7,11.0,33.8,21.0,78,E,In from Right Field
2024/05/03,55,Dense drizzle,17.1,62.8,8.2,46.8,13.5,56.3,17.6,63.7,6.3,43.3,3.0,0.118,3.0,0.118,0.0,0.000,7.0,23.2,14.4,36.0,22.4,11,N,In from Left Center Field
2024/05/04,51,Light drizzle,19.0,66.2,7.2,45.0,14.7,58.5,21.5,70.7,4.9,40.8,0.4,0.016,0.4,0.016,0.0,0.000,2.0,22.4,13.9,35.6,22.1,109,E,Cross from Right Field Corner
2024/05/05,3,Overcast,14.3,57.7,7.3,45.1,11.1,52.0,11.7,53.1,5.5,41.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.5,14.6,36.4,22.6,8,N,In from Left Center Field
2024/05/06,3,Overcast,15.6,60.1,7.5,45.5,12.0,53.6,15.0,59.0,5.6,42.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.6,15.9,38.5,23.9,67,NE,In from Right Field
2024/05/07,63,Moderate rain,20.8,69.4,12.4,54.3,16.0,60.8,22.3,72.1,8.7,47.7,10.7,0.421,10.7,0.421,0.0,0.000,9.0,31.9,19.8,47.2,29.3,165,S,Out to Left Field
2024/05/08,3,Overcast,21.0,69.8,11.9,53.4,16.3,61.3,23.5,74.3,9.7,49.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.7,14.7,37.1,23.1,69,E,In from Right Field
2024/05/16,51,Light drizzle,23.0,73.4,9.3,48.7,16.1,61.0,22.4,72.3,8.2,46.8,0.7,0.028,0.7,0.028,0.0,0.000,4.0,24.3,15.1,41.4,25.7,197,S,Out to Dead Center Field
2024/05/17,3,Overcast,20.2,68.4,11.4,52.5,15.5,59.9,24.3,75.7,10.6,51.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.3,10.7,32.8,20.4,87,E,In from Right Field
2024/05/18,51,Light drizzle,26.2,79.2,11.9,53.4,19.8,67.6,28.4,83.1,11.3,52.3,0.2,0.008,0.2,0.008,0.0,0.000,2.0,19.1,11.9,28.8,17.9,171,S,Out to Left Center Field
2024/05/19,3,Overcast,20.2,68.4,12.7,54.9,17.1,62.8,20.0,68.0,11.9,53.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.1,14.4,39.2,24.4,15,N,In from Center
2024/05/21,51,Light drizzle,29.6,85.3,13.2,55.8,21.9,71.4,29.0,84.2,12.9,55.2,0.2,0.008,0.2,0.008,0.0,0.000,2.0,41.3,25.7,63.4,39.4,163,S,Out to Left Field
2024/05/22,1,Mainly clear,23.8,74.8,16.0,60.8,20.2,68.4,20.7,69.3,12.9,55.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,41.3,25.7,61.9,38.5,245,SW,Out to Right Field
2024/05/23,2,Partly cloudy,22.8,73.0,13.1,55.6,18.4,65.1,23.1,73.6,11.7,53.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.4,14.5,40.7,25.3,115,SE,Cross from Right Field Corner
2024/05/31,3,Overcast,22.0,71.6,10.6,51.1,17.1,62.8,22.7,72.9,8.8,47.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.6,12.2,32.0,19.9,129,SE,Out to Left Field
2024/06/01,63,Moderate rain,19.8,67.6,15.8,60.4,17.4,63.3,19.9,67.8,13.5,56.3,16.4,0.646,16.4,0.646,0.0,0.000,14.0,23.8,14.8,37.4,23.2,161,S,Out to Left Field
2024/06/02,3,Overcast,19.2,66.6,13.9,57.0,16.1,61.0,20.9,69.6,12.9,55.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.8,10.4,29.5,18.3,33,NE,In from Center
2024/06/04,63,Moderate rain,26.0,78.8,19.6,67.3,22.6,72.7,28.7,83.7,19.2,66.6,5.2,0.205,5.2,0.205,0.0,0.000,3.0,24.6,15.3,37.4,23.2,153,SE,Out to Left Field
2024/06/05,61,Slight rain,26.0,78.8,19.6,67.3,21.9,71.4,25.7,78.3,19.5,67.1,7.3,0.287,7.3,0.287,0.0,0.000,9.0,28.8,17.9,46.4,28.8,231,SW,Out to Right Center Field
2024/06/14,3,Overcast,21.9,71.4,15.6,60.1,19.3,66.7,25.4,77.7,14.3,57.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,24.5,15.2,39.6,24.6,11,N,In from Left Center Field
2024/06/15,3,Overcast,26.4,79.5,14.6,58.3,21.0,69.8,27.4,81.3,14.4,57.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.5,15.8,42.5,26.4,123,SE,Cross from Right Field Corner
2024/06/16,51,Light drizzle,31.9,89.4,19.7,67.5,25.4,77.7,31.9,89.4,16.6,61.9,0.2,0.008,0.2,0.008,0.0,0.000,1.0,32.4,20.1,52.2,32.4,182,S,Out to Left Center Field
2024/06/17,51,Light drizzle,33.2,91.8,24.2,75.6,28.6,83.5,34.2,93.6,25.9,78.6,0.3,0.012,0.3,0.012,0.0,0.000,1.0,28.3,17.6,45.7,28.4,204,SW,Out to Dead Center Field
2024/06/18,53,Moderate drizzle,32.0,89.6,23.9,75.0,27.3,81.1,31.8,89.2,23.2,73.8,0.9,0.035,0.9,0.035,0.0,0.000,3.0,36.6,22.7,57.2,35.5,195,S,Out to Dead Center Field
2024/06/19,51,Light drizzle,32.7,90.9,24.5,76.1,28.3,82.9,33.8,92.8,25.2,77.4,0.2,0.008,0.2,0.008,0.0,0.000,1.0,28.1,17.5,43.2,26.8,207,SW,Out to Dead Center Field
2024/06/21,2,Partly cloudy,32.0,89.6,17.3,63.1,23.7,74.7,33.6,92.5,18.6,65.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,24.5,15.2,36.4,22.6,82,E,In from Right Field
2024/06/22,3,Overcast,33.4,92.1,22.9,73.2,28.6,83.5,31.7,89.1,25.6,78.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,35.9,22.3,57.2,35.5,222,SW,Out to Right Center Field
2024/06/23,53,Moderate drizzle,25.2,77.4,20.0,68.0,22.9,73.2,27.3,81.1,21.3,70.3,2.4,0.094,2.4,0.094,0.0,0.000,10.0,39.2,24.4,59.0,36.7,295,NW,Cross from Left Field Corner
2024/07/02,51,Light drizzle,27.6,81.7,17.4,63.3,22.2,72.0,26.1,79.0,15.0,59.0,0.1,0.004,0.1,0.004,0.0,0.000,1.0,30.8,19.1,46.4,28.8,159,S,Out to Left Field
2024/07/03,63,Moderate rain,29.7,85.5,20.9,69.6,25.4,77.7,34.5,94.1,21.5,70.7,12.7,0.500,12.7,0.500,0.0,0.000,9.0,26.9,16.7,41.0,25.5,226,SW,Out to Right Center Field
2024/07/04,53,Moderate drizzle,25.4,77.7,20.6,69.1,23.1,73.6,28.4,83.1,23.1,73.6,1.0,0.039,1.0,0.039,0.0,0.000,3.0,13.8,8.6,25.6,15.9,229,SW,Out to Right Center Field
2024/07/05,55,Dense drizzle,27.2,81.0,19.4,66.9,23.0,73.4,27.3,81.1,20.7,69.3,1.6,0.063,1.6,0.063,0.0,0.000,5.0,27.6,17.1,43.6,27.1,247,SW,Out to Right Field
2024/07/06,1,Mainly clear,24.0,75.2,16.9,62.4,20.8,69.4,25.4,77.7,18.2,64.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.9,8.6,25.6,15.9,76,E,In from Right Field
2024/07/07,63,Moderate rain,28.6,83.5,18.5,65.3,22.6,72.7,31.3,88.3,20.2,68.4,5.9,0.232,5.9,0.232,0.0,0.000,7.0,17.1,10.6,40.0,24.9,181,S,Out to Left Center Field
2024/07/19,3,Overcast,23.6,74.5,14.6,58.3,19.8,67.6,25.4,77.7,14.4,57.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.6,13.4,38.2,23.7,153,SE,Out to Left Field
2024/07/20,3,Overcast,24.5,76.1,16.1,61.0,21.0,69.8,26.1,79.0,17.1,62.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.2,9.4,28.1,17.5,163,S,Out to Left Field
2024/07/21,51,Light drizzle,25.9,78.6,17.1,62.8,21.5,70.7,27.8,82.0,17.9,64.2,0.3,0.012,0.3,0.012,0.0,0.000,3.0,16.8,10.4,28.8,17.9,28,NE,In from Center
