date,weather_code,weather_code_description,temperature_2m_max,temperature_2m_max_fahrenheit,temperature_2m_min,temperature_2m_min_fahrenheit,temperature_2m_mean,temperature_2m_mean_fahrenheit,apparent_temperature_max,apparent_temperature_max_fahrenheit,apparent_temperature_min,apparent_temperature_min_fahrenheit,precipitation_sum,precipitation_sum_inches,rain_sum,rain_sum_inches,snowfall_sum,snowfall_sum_inches,precipitation_hours,windspeed_10m_max,windspeed_10m_max_mph,windgusts_10m_max,windgusts_10m_max_mph,wind_direction_10m_dominant,wind_direction_10m_dominant_cardinal,wind_direction_10m_dominant_baseball
2024/07/22,3,Overcast,23.5,74.3,18.5,65.3,21.5,70.7,26.8,80.2,20.6,69.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.9,9.9,30.6,19.0,40,NE,In from Right-Center Field
2024/07/23,51,Light drizzle,29.2,84.6,18.5,65.3,23.2,73.8,31.0,87.8,20.5,68.9,0.7,0.028,0.7,0.028,0.0,0.000,4.0,22.7,14.1,43.2,26.8,234,SW,Out to Right Center Field
2024/07/24,51,Light drizzle,21.8,71.2,19.0,66.2,20.6,69.1,23.8,74.8,20.0,68.0,1.2,0.047,1.2,0.047,0.0,0.000,8.0,17.6,10.9,30.2,18.8,33,NE,In from Center
2024/08/01,63,Moderate rain,29.5,85.1,22.9,73.2,25.5,77.9,32.9,91.2,26.1,79.0,8.3,0.327,8.3,0.327,0.0,0.000,9.0,15.9,9.9,27.0,16.8,217,SW,Out to Right Center Field
2024/08/02,53,Moderate drizzle,25.1,77.2,21.9,71.4,23.2,73.8,27.4,81.3,23.0,73.4,1.5,0.059,1.5,0.059,0.0,0.000,6.0,25.6,15.9,46.1,28.6,354,N,In from Left Center Field
2024/08/03,1,Mainly clear,27.5,81.5,20.9,69.6,24.0,75.2,32.6,90.7,23.2,73.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.9,10.5,28.4,17.6,26,NE,In from Center
2024/08/04,3,Overcast,29.1,84.4,20.2,68.4,25.0,77.0,32.6,90.7,23.0,73.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.4,10.8,32.0,19.9,140,SE,Out to Left Field
2024/08/05,63,Moderate rain,28.3,82.9,21.1,70.0,24.1,75.4,34.1,93.4,22.2,72.0,3.6,0.142,3.6,0.142,0.0,0.000,4.0,30.1,18.7,47.9,29.8,340,N,In from Left Field
2024/08/06,53,Moderate drizzle,23.3,73.9,19.0,66.2,20.5,68.9,24.7,76.5,16.3,61.3,1.2,0.047,1.2,0.047,0.0,0.000,4.0,41.5,25.8,66.2,41.1,7,N,In from Left Center Field
2024/08/07,3,Overcast,23.1,73.6,18.0,64.4,20.4,68.7,23.2,73.8,16.7,62.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.1,15.6,41.0,25.5,47,NE,In from Right-Center Field
2024/08/16,63,Moderate rain,29.9,85.8,19.4,66.9,24.0,75.2,32.2,90.0,21.4,70.5,15.0,0.591,15.0,0.591,0.0,0.000,7.0,23.0,14.3,38.9,24.2,233,SW,Out to Right Center Field
2024/08/17,63,Moderate rain,26.0,78.8,20.2,68.4,22.2,72.0,28.1,82.6,21.3,70.3,8.3,0.327,8.3,0.327,0.0,0.000,9.0,18.0,11.2,35.3,21.9,294,NW,Cross from Left Field Corner
2024/08/18,61,Slight rain,22.3,72.1,18.8,65.8,20.6,69.1,22.9,73.2,17.6,63.7,2.7,0.106,2.7,0.106,0.0,0.000,8.0,31.3,19.4,50.8,31.6,352,N,In from Left Center Field
2024/08/20,3,Overcast,20.0,68.0,16.2,61.2,18.2,64.8,19.4,66.9,15.1,59.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,24.7,15.3,38.9,24.2,36,NE,In from Right-Center Field
2024/08/21,3,Overcast,21.5,70.7,13.4,56.1,18.3,64.9,22.0,71.6,13.4,56.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.4,8.3,26.6,16.5,54,NE,In from Right-Center Field
2024/08/22,3,Overcast,24.2,75.6,11.4,52.5,18.9,66.0,24.1,75.4,10.8,51.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.7,7.3,24.1,15.0,184,S,Out to Left Center Field
2024/09/02,0,Clear sky,21.2,70.2,15.7,60.3,18.5,65.3,20.9,69.6,15.1,59.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.2,8.2,25.6,15.9,75,E,In from Right Field
2024/09/03,3,Overcast,22.1,71.8,14.4,57.9,18.8,65.8,21.7,71.1,14.1,57.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.6,8.5,27.0,16.8,135,SE,Out to Left Field
2024/09/04,0,Clear sky,25.4,77.7,14.8,58.6,20.4,68.7,24.7,76.5,14.6,58.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.2,9.4,29.5,18.3,134,SE,Out to Left Field
2024/09/06,51,Light drizzle,20.9,69.6,14.5,58.1,18.3,64.9,22.7,72.9,10.5,50.9,1.3,0.051,1.3,0.051,0.0,0.000,9.0,32.6,20.3,54.7,34.0,5,N,In from Left Center Field
2024/09/07,51,Light drizzle,15.8,60.4,11.0,51.8,13.5,56.3,11.9,53.4,6.6,43.9,0.5,0.020,0.5,0.020,0.0,0.000,3.0,29.9,18.6,50.4,31.3,355,N,In from Left Center Field
2024/09/08,3,Overcast,23.0,73.4,9.9,49.8,16.2,61.2,20.6,69.1,7.7,45.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.9,10.5,31.3,19.4,258,W,Out to Right Field
2024/09/16,3,Overcast,27.0,80.6,18.5,65.3,22.8,73.0,27.9,82.2,18.5,65.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.5,9.6,29.9,18.6,110,E,Cross from Right Field Corner
2024/09/17,1,Mainly clear,24.6,76.3,16.6,61.9,21.0,69.8,25.7,78.3,16.8,62.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.5,8.4,27.7,17.2,86,E,In from Right Field
2024/09/18,3,Overcast,24.8,76.6,15.6,60.1,20.9,69.6,25.7,78.3,15.7,60.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.1,13.7,37.4,23.2,110,E,Cross from Right Field Corner
2024/09/19,3,Overcast,28.0,82.4,15.6,60.1,22.2,72.0,28.9,84.0,15.7,60.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.6,14.0,37.8,23.5,140,SE,Out to Left Field
2024/09/20,63,Moderate rain,31.6,88.9,20.6,69.1,24.3,75.7,31.8,89.2,20.7,69.3,3.1,0.122,3.1,0.122,0.0,0.000,2.0,22.7,14.1,39.2,24.4,201,S,Out to Dead Center Field
2024/09/21,3,Overcast,28.9,84.0,17.7,63.9,23.5,74.3,29.2,84.6,18.4,65.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.9,11.7,30.6,19.0,124,SE,Out to Left Field
2024/09/22,63,Moderate rain,23.5,74.3,19.0,66.2,21.2,70.2,25.0,77.0,17.1,62.8,26.1,1.028,26.1,1.028,0.0,0.000,13.0,31.0,19.3,49.3,30.6,283,W,Cross from Left Field Corner
2024/09/27,3,Overcast,19.5,67.1,18.0,64.4,18.9,66.0,18.4,65.1,13.1,55.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,41.1,25.5,62.6,38.9,35,NE,In from Right-Center Field
2024/09/28,53,Moderate drizzle,18.8,65.8,17.1,62.8,17.8,64.0,17.2,63.0,13.5,56.3,1.3,0.051,1.3,0.051,0.0,0.000,6.0,34.9,21.7,55.8,34.7,19,N,In from Center
2024/09/29,51,Light drizzle,20.1,68.2,17.7,63.9,18.8,65.8,19.6,67.3,15.8,60.4,0.2,0.008,0.2,0.008,0.0,0.000,2.0,27.8,17.3,45.7,28.4,16,N,In from Center
2025/04/04,53,Moderate drizzle,6.8,44.2,4.2,39.6,5.7,42.3,3.9,39.0,0.8,33.4,2.2,0.087,2.2,0.087,0.0,0.000,6.0,17.9,11.1,33.1,20.6,50,NE,In from Right-Center Field
2025/04/05,63,Moderate rain,10.2,50.4,4.1,39.4,6.2,43.2,7.0,44.6,0.2,32.4,7.8,0.307,7.8,0.307,0.0,0.000,6.0,22.9,14.2,44.3,27.5,11,N,In from Left Center Field
2025/04/06,3,Overcast,5.9,42.6,2.8,37.0,4.5,40.1,3.8,38.8,-1.9,28.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.4,12.1,41.8,26.0,29,NE,In from Center
2025/04/07,71,Slight snow fall,5.8,42.4,-0.1,31.8,2.4,36.3,1.4,34.5,-6.4,20.5,0.7,0.028,0.2,0.008,0.42,0.165,4.0,31.1,19.3,71.3,44.3,356,N,In from Left Center Field
2025/04/08,3,Overcast,3.1,37.6,-2.2,28.0,0.8,33.4,1.4,34.5,-6.8,19.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.1,13.1,49.7,30.9,32,NE,In from Center
2025/04/09,53,Moderate drizzle,7.5,45.5,0.6,33.1,3.6,38.5,2.3,36.1,-3.8,25.2,2.4,0.094,2.4,0.094,0.0,0.000,7.0,20.4,12.7,47.2,29.3,144,SE,Out to Left Field
2025/04/18,51,Light drizzle,26.9,80.4,13.6,56.5,19.9,67.8,25.8,78.4,8.4,47.1,0.1,0.004,0.1,0.004,0.0,0.000,1.0,28.4,17.6,56.2,34.9,208,SW,Out to Dead Center Field
2025/04/19,51,Light drizzle,17.6,63.7,6.2,43.2,10.0,50.0,15.7,60.3,2.8,37.0,0.1,0.004,0.1,0.004,0.0,0.000,1.0,23.9,14.9,48.6,30.2,116,SE,Cross from Right Field Corner
2025/04/20,53,Moderate drizzle,12.7,54.9,7.3,45.1,10.0,50.0,8.2,46.8,3.8,38.8,1.7,0.067,1.7,0.067,0.0,0.000,5.0,30.7,19.1,59.8,37.2,102,E,Cross from Right Field Corner
2025/04/22,61,Slight rain,19.0,66.2,5.8,42.4,12.5,54.5,18.1,64.6,4.1,39.4,5.1,0.201,5.1,0.201,0.0,0.000,5.0,15.6,9.7,40.7,25.3,171,S,Out to Left Center Field
2025/04/23,63,Moderate rain,20.2,68.4,11.5,52.7,15.1,59.2,22.2,72.0,9.9,49.8,6.4,0.252,6.4,0.252,0.0,0.000,6.0,16.5,10.3,38.5,23.9,157,SE,Out to Left Field
2025/04/25,3,Overcast,11.8,53.2,7.7,45.9,8.8,47.8,10.3,50.5,2.3,36.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.0,18.6,64.8,40.3,355,N,In from Left Center Field
2025/04/26,3,Overcast,8.8,47.8,5.1,41.2,7.3,45.1,6.1,43.0,1.5,34.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,29.4,18.3,64.1,39.8,2,N,In from Left Center Field
2025/04/27,3,Overcast,14.9,58.8,4.0,39.2,10.1,50.2,14.7,58.5,1.6,34.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.9,9.9,32.4,20.1,104,E,Cross from Right Field Corner
2025/05/05,53,Moderate drizzle,12.9,55.2,7.3,45.1,9.6,49.3,12.6,54.7,3.8,38.8,1.5,0.059,1.5,0.059,0.0,0.000,5.0,19.5,12.1,36.7,22.8,24,NE,In from Center
2025/05/06,3,Overcast,22.5,72.5,8.2,46.8,14.8,58.6,21.8,71.2,6.6,43.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.8,8.6,34.2,21.3,305,NW,In from Left Field
2025/05/07,3,Overcast,16.4,61.5,7.6,45.7,11.1,52.0,17.4,63.3,3.5,38.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.4,13.3,46.8,29.1,10,N,In from Left Center Field
2025/05/12,51,Light drizzle,19.0,66.2,11.4,52.5,15.7,60.3,18.2,64.8,9.5,49.1,0.4,0.016,0.4,0.016,0.0,0.000,1.0,14.2,8.8,31.7,19.7,81,E,In from Right Field
2025/05/13,3,Overcast,20.9,69.6,11.5,52.7,15.8,60.4,22.3,72.1,10.9,51.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,14.8,9.2,28.8,17.9,86,E,In from Right Field
2025/05/14,3,Overcast,18.8,65.8,11.1,52.0,14.1,57.4,18.9,66.0,10.7,51.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,10.7,6.6,28.4,17.6,44,NE,In from Right-Center Field
2025/05/16,53,Moderate drizzle,28.1,82.6,17.4,63.3,22.8,73.0,26.0,78.8,15.5,59.9,0.6,0.024,0.6,0.024,0.0,0.000,2.0,36.8,22.9,74.2,46.1,208,SW,Out to Dead Center Field
2025/05/17,51,Light drizzle,19.0,66.2,12.3,54.1,15.8,60.4,15.6,60.1,7.7,45.9,0.1,0.004,0.1,0.004,0.0,0.000,1.0,28.3,17.6,61.9,38.5,269,W,Out to Right Field
2025/05/18,3,Overcast,14.2,57.6,7.9,46.2,11.3,52.3,12.2,54.0,4.7,40.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,14.5,9.0,37.8,23.5,19,N,In from Center
2025/05/26,3,Overcast,13.4,56.1,8.3,46.9,10.9,51.6,12.4,54.3,5.9,42.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.3,9.5,37.4,23.2,13,N,In from Center
2025/05/27,3,Overcast,14.6,58.3,9.8,49.6,12.3,54.1,12.6,54.7,8.4,47.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.9,11.1,36.7,22.8,21,N,In from Center
2025/05/28,61,Slight rain,14.4,57.9,9.9,49.8,11.9,53.4,14.0,57.2,9.1,48.4,8.1,0.319,8.1,0.319,0.0,0.000,7.0,13.0,8.1,33.1,20.6,8,N,In from Left Center Field
2025/05/30,53,Moderate drizzle,24.3,75.7,11.3,52.3,17.9,64.2,23.6,74.5,10.8,51.4,1.6,0.063,1.6,0.063,0.0,0.000,5.0,24.9,15.5,52.9,32.9,302,NW,Cross from Left Field Corner
2025/05/31,0,Clear sky,16.4,61.5,9.4,48.9,11.1,52.0,14.6,58.3,6.9,44.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.1,11.2,45.4,28.2,5,N,In from Left Center Field
2025/06/01,1,Mainly clear,14.6,58.3,7.7,45.9,11.8,53.2,13.4,56.1,5.8,42.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,12.2,7.6,33.8,21.0,69,E,In from Right Field
2025/06/12,65,Heavy rain,25.2,77.4,14.5,58.1,19.3,66.7,25.6,78.1,14.1,57.4,12.3,0.484,12.3,0.484,0.0,0.000,2.0,16.5,10.3,34.2,21.3,5,N,In from Left Center Field
2025/06/13,51,Light drizzle,20.8,69.4,14.3,57.7,17.7,63.9,22.5,72.5,14.5,58.1,1.7,0.067,1.7,0.067,0.0,0.000,9.0,14.4,8.9,26.3,16.3,54,NE,In from Right-Center Field
2025/06/14,3,Overcast,19.0,66.2,14.4,57.9,16.2,61.2,20.0,68.0,14.4,57.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.5,8.4,33.1,20.6,31,NE,In from Center
2025/06/15,3,Overcast,22.5,72.5,13.9,57.0,17.5,63.5,24.7,76.5,14.0,57.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.8,7.3,28.1,17.5,25,NE,In from Center
2025/06/17,51,Light drizzle,33.0,91.4,20.5,68.9,26.2,79.2,34.9,94.8,21.5,70.7,1.0,0.039,1.0,0.039,0.0,0.000,4.0,19.2,11.9,42.5,26.4,220,SW,Out to Right Center Field
2025/06/19,61,Slight rain,25.1,77.2,18.2,64.8,21.2,70.2,30.0,86.0,19.1,66.4,11.3,0.445,11.3,0.445,0.0,0.000,16.0,17.0,10.6,31.7,19.7,272,W,Out to Right Field
2025/06/20,3,Overcast,27.5,81.5,19.5,67.1,23.5,74.3,29.0,84.2,19.8,67.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,20.7,12.9,46.1,28.6,206,SW,Out to Dead Center Field
2025/06/21,3,Overcast,32.9,91.2,23.5,74.3,28.3,82.9,35.7,96.3,23.8,74.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,27.9,17.3,56.5,35.1,207,SW,Out to Dead Center Field
2025/06/22,0,Clear sky,33.7,92.7,25.8,78.4,29.9,85.8,37.1,98.8,28.4,83.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.7,14.7,51.1,31.8,210,SW,Out to Dead Center Field
2025/07/01,1,Mainly clear,26.6,79.9,20.6,69.1,23.9,75.0,29.7,85.5,22.4,72.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,14.8,9.2,33.8,21.0,339,N,In from Left Field
2025/07/02,53,Moderate drizzle,31.0,87.8,21.1,70.0,26.1,79.0,33.4,92.1,23.5,74.3,0.8,0.031,0.8,0.031,0.0,0.000,1.0,9.2,5.7,25.2,15.7,252,W,Out to Right Field
2025/07/03,51,Light drizzle,29.9,85.8,22.5,72.5,26.5,79.7,33.5,92.3,23.9,75.0,0.2,0.008,0.2,0.008,0.0,0.000,1.0,14.2,8.8,34.9,21.7,136,SE,Out to Left Field
2025/07/04,65,Heavy rain,30.5,86.9,22.8,73.0,26.4,79.5,34.5,94.1,25.6,78.1,17.2,0.677,17.2,0.677,0.0,0.000,5.0,11.1,6.9,29.5,18.3,209,SW,Out to Dead Center Field
2025/07/05,3,Overcast,33.2,91.8,24.4,75.9,29.1,84.4,34.3,93.7,26.2,79.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,24.4,15.2,49.0,30.4,205,SW,Out to Dead Center Field
2025/07/06,63,Moderate rain,28.3,82.9,19.4,66.9,24.8,76.6,32.6,90.7,19.6,67.3,8.6,0.339,8.6,0.339,0.0,0.000,11.0,19.3,12.0,48.6,30.2,282,W,Cross from Left Field Corner
2025/07/18,3,Overcast,23.3,73.9,17.0,62.6,20.7,69.3,26.4,79.5,17.1,62.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.2,7.0,31.3,19.4,67,NE,In from Right Field
2025/07/19,63,Moderate rain,28.6,83.5,21.0,69.8,24.3,75.7,32.1,89.8,24.0,75.2,3.7,0.146,3.7,0.146,0.0,0.000,6.0,18.9,11.7,44.3,27.5,202,S,Out to Dead Center Field
2025/07/20,53,Moderate drizzle,24.0,75.2,20.1,68.2,21.8,71.2,27.4,81.3,21.0,69.8,3.1,0.122,3.1,0.122,0.0,0.000,8.0,16.9,10.5,39.2,24.4,16,N,In from Center
2025/07/21,3,Overcast,24.4,75.9,20.2,68.4,21.9,71.4,28.1,82.6,21.2,70.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.3,9.5,34.6,21.5,57,NE,In from Right Field
2025/07/22,3,Overcast,27.9,82.2,20.1,68.2,23.9,75.0,29.9,85.8,22.7,72.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.8,11.7,42.8,26.6,129,SE,Out to Left Field
2025/07/23,51,Light drizzle,33.0,91.4,21.8,71.2,27.3,81.1,37.3,99.1,23.1,73.6,0.1,0.004,0.1,0.004,0.0,0.000,1.0,18.1,11.2,38.5,23.9,180,S,Out to Left Center Field
2025/08/01,3,Overcast,22.0,71.6,18.4,65.1,20.1,68.2,22.9,73.2,17.9,64.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.9,12.4,43.2,26.8,34,NE,In from Right-Center Field
2025/08/02,3,Overcast,23.8,74.8,17.9,64.2,20.9,69.6,25.5,77.9,19.1,66.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,12.1,7.5,29.2,18.1,41,NE,In from Right-Center Field
2025/08/03,3,Overcast,23.6,74.5,17.8,64.0,21.4,70.5,25.6,78.1,20.5,68.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.6,8.5,32.4,20.1,68,E,In from Right Field
2025/08/04,51,Light drizzle,24.1,75.4,20.5,68.9,22.4,72.3,26.7,80.1,22.2,72.0,0.1,0.004,0.1,0.004,0.0,0.000,1.0,14.9,9.3,31.3,19.4,80,E,In from Right Field
2025/08/05,1,Mainly clear,25.0,77.0,21.0,69.8,22.8,73.0,28.4,83.1,23.2,73.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,12.9,8.0,30.6,19.0,62,NE,In from Right Field
2025/08/06,3,Overcast,27.5,81.5,19.5,67.1,23.4,74.1,31.1,88.0,22.3,72.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.8,11.1,40.3,25.0,105,E,Cross from Right Field Corner
2025/08/15,3,Overcast,29.7,85.5,20.1,68.2,25.4,77.7,33.5,92.3,22.6,72.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.9,9.9,36.0,22.4,135,SE,Out to Left Field
2025/08/16,3,Overcast,31.5,88.7,24.0,75.2,27.1,80.8,37.7,99.9,27.9,82.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.9,9.9,38.2,23.7,179,S,Out to Left Center Field
2025/08/17,51,Light drizzle,25.2,77.4,21.8,71.2,23.7,74.7,29.4,84.9,23.7,74.7,0.8,0.031,0.8,0.031,0.0,0.000,5.0,16.2,10.1,38.9,24.2,18,N,In from Center
2025/08/18,61,Slight rain,28.5,83.3,21.1,70.0,24.4,75.9,32.7,90.9,24.0,75.2,5.4,0.213,5.4,0.213,0.0,0.000,8.0,18.0,11.2,39.2,24.4,145,SE,Out to Left Field
2025/08/19,63,Moderate rain,24.0,75.2,21.8,71.2,22.8,73.0,27.0,80.6,24.3,75.7,4.8,0.189,4.8,0.189,0.0,0.000,9.0,21.6,13.4,41.8,26.0,347,N,In from Left Field
2025/08/19,63,Moderate rain,24.0,75.2,21.8,71.2,22.8,73.0,27.0,80.6,24.3,75.7,4.8,0.189,4.8,0.189,0.0,0.000,9.0,21.6,13.4,41.8,26.0,347,N,In from Left Field
2025/08/20,51,Light drizzle,22.1,71.8,20.6,69.1,21.5,70.7,24.2,75.6,20.6,69.1,0.8,0.031,0.8,0.031,0.0,0.000,3.0,19.3,12.0,45.0,28.0,17,N,In from Center
2025/08/21,51,Light drizzle,22.7,72.9,20.0,68.0,21.3,70.3,23.6,74.5,20.7,69.3,1.0,0.039,1.0,0.039,0.0,0.000,6.0,16.1,10.0,38.9,24.2,40,NE,In from Right-Center Field
2025/09/01,0,Clear sky,22.5,72.5,16.4,61.5,19.5,67.1,23.7,74.7,17.2,63.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.0,6.8,26.6,16.5,67,NE,In from Right Field
2025/09/02,51,Light drizzle,23.2,73.8,16.6,61.9,20.1,68.2,25.7,78.3,18.1,64.6,0.1,0.004,0.1,0.004,0.0,0.000,1.0,13.5,8.4,31.3,19.4,70,E,In from Right Field
2025/09/03,61,Slight rain,20.6,69.1,15.7,60.3,18.2,64.8,20.6,69.1,12.5,54.5,7.4,0.291,7.4,0.291,0.0,0.000,11.0,22.0,13.7,49.0,30.4,256,W,Out to Right Field
2025/09/05,51,Light drizzle,18.5,65.3,13.7,56.7,16.2,61.2,14.5,58.1,10.9,51.6,0.4,0.016,0.4,0.016,0.0,0.000,2.0,23.8,14.8,53.6,33.3,260,W,Out to Right Field
2025/09/06,3,Overcast,18.2,64.8,10.7,51.3,14.5,58.1,14.5,58.1,8.5,47.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.6,12.2,49.0,30.4,272,W,Out to Right Field
2025/09/07,2,Partly cloudy,18.6,65.5,10.1,50.2,14.4,57.9,17.8,64.0,8.0,46.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.8,7.3,25.9,16.1,305,NW,In from Left Field
2025/09/12,3,Overcast,26.0,78.8,16.3,61.3,21.0,69.8,27.4,81.3,17.4,63.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.7,9.8,32.8,20.4,108,E,Cross from Right Field Corner
2025/09/13,63,Moderate rain,25.3,77.5,18.1,64.6,21.2,70.2,28.0,82.4,17.8,64.0,6.4,0.252,6.4,0.252,0.0,0.000,4.0,17.2,10.7,34.2,21.3,145,SE,Out to Left Field
2025/09/14,0,Clear sky,23.6,74.5,18.6,65.5,21.1,70.0,26.0,78.8,20.1,68.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.2,9.4,28.4,17.6,84,E,In from Right Field
2025/09/23,63,Moderate rain,23.2,73.8,17.6,63.7,19.6,67.3,25.8,78.4,18.4,65.1,7.8,0.307,7.8,0.307,0.0,0.000,8.0,18.1,11.2,36.7,22.8,278,W,Out to Right Field
2025/09/24,51,Light drizzle,19.0,66.2,16.6,61.9,17.8,64.0,18.7,65.7,16.1,61.0,0.7,0.028,0.7,0.028,0.0,0.000,5.0,20.8,12.9,47.2,29.3,9,N,In from Left Center Field
2025/09/25,51,Light drizzle,19.7,67.5,15.4,59.7,17.3,63.1,20.9,69.6,15.1,59.2,1.0,0.039,1.0,0.039,0.0,0.000,7.0,15.5,9.6,35.3,21.9,355,N,In from Left Center Field
2025/09/26,0,Clear sky,26.0,78.8,14.8,58.6,20.1,68.2,26.2,79.2,14.6,58.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,13.5,8.4,28.1,17.5,211,SW,Out to Dead Center Field
2025/09/27,2,Partly cloudy,29.0,84.2,17.6,63.7,22.6,72.7,29.2,84.6,17.4,63.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,12.5,7.8,27.0,16.8,235,SW,Out to Right Center Field
2025/09/28,0,Clear sky,21.5,70.7,18.8,65.8,20.1,68.2,23.5,74.3,19.7,67.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,11.8,7.3,29.9,18.6,31,NE,In from Center
